trans_period,DevelopmentRegion,RegionalDistrict,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT
2016-11-22,Mainland/Southwest,SUNSHINE COAST,29,28,4,,,,18,4,,2,1,,,1,,,,14603306,503562.3,452381,216303.75,6134
2016-11-01,Nechako & North Coast,BULKLEY-NECHAKO,21,20,6,,,,13,1,,,,,,,,1,,2708640,128982.8,78000,28958.76,700
2016-11-08,Nechako & North Coast,BULKLEY-NECHAKO,12,12,3,,,,7,,,2,,,,,,,,2036100,169675,130908.7,24597.82,1309.085
2016-11-15,Nechako & North Coast,BULKLEY-NECHAKO,10,7,2,1,,,4,,,,2,1,,1,,1,,2810875,281087.5,161625,42685,1616.25
2016-11-22,Nechako & North Coast,BULKLEY-NECHAKO,24,23,11,,,,9,1,,2,,,,,,,1,4695170,195632.1,187163.9,60581.7,1871.64
2016-11-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,18,18,3,,,,15,,,,,,,,,,,3493160,194064.4,206500,39713.78,1777.5
2016-11-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,23,22,7,1,,,14,,,,,,,,1,,,3959400,172147.8,143000,47129,1430
2016-11-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,14,14,,,,,11,3,,,,,,,,,,2130485,152177.5,102500,27363.85,1025
2016-11-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,32,31,,,,,29,2,,,1,1,,,,,,6260300,195634.4,174750,80163,1747.5
2016-11-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,32,28,4,,1,,19,2,,2,1,1,,,,3,,10184080,318252.5,289900,138329.85,2357.5
2016-11-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,27,22,3,,,,15,4,,,1,,,1,,4,,7166316,265419.1,225000,105737.7,2500
2016-11-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,34,20,2,,,,18,,,,6,6,,,,8,,15060532,442956.8,239950,274378.01,2380.25
2016-11-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,41,38,6,,,,24,3,,5,2,2,,,,1,,11204213,273273.5,229900,161663.27,2598
2016-11-01,Thompson/Okanagan,CENTRAL OKANAGAN,150,143,8,,2,,69,42,3,19,5,2,1,2,2,,,78937691,526251.3,434250,1254397.57,5784
2016-11-08,Thompson/Okanagan,CENTRAL OKANAGAN,91,89,2,,,1,37,33,1,15,1,,1,,1,,,41646329,457652,370000,662109.89,4998
2016-11-15,Thompson/Okanagan,CENTRAL OKANAGAN,184,178,5,,2,1,76,47,1,46,2,1,1,,1,2,1,94958490,516078.8,346250,1623102.85,4812.5
2016-11-22,Thompson/Okanagan,CENTRAL OKANAGAN,255,242,9,2,1,1,122,85,,22,11,2,4,5,1,1,,129872216,509302.8,450000,1960310.12,6400
2016-11-01,Thompson/Okanagan,COLUMBIA SHUSWAP,38,37,3,2,,,20,9,,3,1,1,,,,,,11026199,290163.1,266000,153283.98,3320
2016-11-08,Thompson/Okanagan,COLUMBIA SHUSWAP,30,27,1,,3,,16,5,,2,,,,,,3,,10219496,340649.9,333000,142873.67,4600
2016-11-15,Thompson/Okanagan,COLUMBIA SHUSWAP,41,40,3,,,,29,4,,4,,,,,1,,,13487760,328969.8,323000,187076.55,4400
2016-11-22,Thompson/Okanagan,COLUMBIA SHUSWAP,47,45,5,1,1,1,28,5,,4,2,1,,1,,,,14091202,299812.8,283000,187330.5,3500
2016-11-01,Thompson/Okanagan,NORTH OKANAGAN,66,62,5,1,1,,40,10,,5,2,1,,1,2,,,35222617,533676,367250,610857.84,5010
2016-11-08,Thompson/Okanagan,NORTH OKANAGAN,38,36,6,,2,,17,9,,2,1,,,1,,1,,16291609,428726.5,359950,242870.37,4580
2016-11-15,Thompson/Okanagan,NORTH OKANAGAN,75,69,2,1,1,,43,16,2,4,3,,3,,2,1,,22212204,296162.7,290000,294150.05,3440
2016-11-22,Thompson/Okanagan,NORTH OKANAGAN,123,115,14,,4,,70,23,,4,,,,,3,4,1,49384029,401496.2,336000,749511.66,4500
2016-11-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,58,51,4,,1,1,25,15,,5,,,,,5,1,1,17158174,295830.6,241201.5,218133.35,2469
2016-11-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,41,33,3,,1,1,15,12,,1,,,,,5,3,,14608796,356312.1,285000,208260.34,3600
2016-11-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,66,62,4,2,,2,34,16,1,3,1,1,,,2,1,,23492773,355951.1,299255.8,336497.57,3650
2016-11-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,132,119,19,1,2,1,55,28,1,12,8,7,,1,4,1,,51213458,387980.7,290348.8,803157.32,3170
2016-11-01,Thompson/Okanagan,THOMPSON-NICOLA,63,59,7,,2,,45,4,,1,3,2,1,,,,1,27900725,442868.7,332000,465538.7,4600
2016-11-08,Thompson/Okanagan,THOMPSON-NICOLA,68,64,10,1,1,,40,7,2,3,2,2,,,1,1,,22672867,333424.5,340000,291510.43,4360
2016-11-15,Thompson/Okanagan,THOMPSON-NICOLA,77,71,5,,2,,53,8,1,2,5,5,,,1,,,27396188,355794.6,335000,355742,3900
2016-11-22,Thompson/Okanagan,THOMPSON-NICOLA,114,98,10,,,,66,18,1,3,6,1,5,,2,7,1,40457503,354890.4,314200,549418.72,4040
2016-11-01,Unknown/Rural,RURAL-UNKNOWN,79,64,15,3,3,,36,4,1,2,1,1,,,8,3,3,27829152,352267.8,300000,425729.09,3880
2016-11-08,Unknown/Rural,RURAL-UNKNOWN,59,51,10,,2,,32,3,1,3,2,2,,,4,2,,20217851,342675.4,270000,336935.51,3400
2016-11-15,Unknown/Rural,RURAL-UNKNOWN,80,70,21,1,2,,39,5,,2,2,2,,,5,2,1,27060585,338257.3,265000,419143.86,3000
2016-11-22,Unknown/Rural,RURAL-UNKNOWN,195,139,30,,2,,70,13,,24,29,,24,5,8,3,16,63640742,326362.8,250000,986577.23,2920
2016-11-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,34,32,6,,,1,16,4,,5,2,2,,,,,,12943923,380703.6,278750,200844.23,3415
2016-11-08,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,17,17,1,,1,1,9,1,4,,,,,,,,,4222650,248391.2,240000,52958,2800
2016-11-15,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,27,25,4,,,,16,2,3,,2,2,,,,,,6199770,229621.1,175000,77440.58,1650
2016-11-22,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,41,40,4,,1,,31,2,,2,,,,,1,,,10126200,246980.5,215000,136071,2300
2016-11-01,Vancouver Island/Coast,CAPITAL,208,190,13,,1,5,85,61,2,23,18,,6,12,,,,120240762,578080.6,441250,2007412.48,6500
2016-11-08,Vancouver Island/Coast,CAPITAL,88,85,4,,,,43,27,,11,2,2,,,,,1,54887053,623716.5,483000,921066.36,7660
2016-11-15,Vancouver Island/Coast,CAPITAL,196,194,8,1,,3,107,70,1,4,2,,2,,,,,109269742,557498.7,499900,1741139.42,7600
2016-11-22,Vancouver Island/Coast,CAPITAL,387,379,9,5,2,9,196,121,8,29,7,4,2,1,,,1,257571537,665559.5,525000,4460739.1,8000
2016-11-01,Vancouver Island/Coast,COMOX VALLEY,39,39,3,,,,27,4,2,3,,,,,,,,14327877,367381.5,400000,197097.96,5160
2016-11-08,Vancouver Island/Coast,COMOX VALLEY,26,26,1,,,,20,4,,1,,,,,,,,8522657,327794.5,329500,119724.81,4590
2016-11-15,Vancouver Island/Coast,COMOX VALLEY,29,26,1,1,,,17,5,,2,,,,,1,,2,12645429,436049.3,288931,174476.2,2938
2016-11-22,Vancouver Island/Coast,COMOX VALLEY,78,75,6,1,,,43,18,,7,2,2,,,1,,,29541845,378741.6,350000,392096.14,4468
2016-11-01,Vancouver Island/Coast,COWICHAN VALLEY,40,38,1,2,,,27,6,,2,1,,1,,,,1,14116349,352908.7,335000,190097.17,4377.3
2016-11-08,Vancouver Island/Coast,COWICHAN VALLEY,26,25,4,,1,,18,1,,1,1,1,,,,,,9102350,350090.4,294950,130475,3899
2016-11-15,Vancouver Island/Coast,COWICHAN VALLEY,40,39,6,,,,21,11,,1,,,,,1,,,13911133,347778.3,334000,167849.65,3565
2016-11-22,Vancouver Island/Coast,COWICHAN VALLEY,53,51,5,,,1,38,6,,1,1,1,,,,1,,18165167,342739,350000,224975,4200
2016-11-01,Vancouver Island/Coast,NANAIMO,91,87,6,1,,1,54,17,1,7,3,3,,,1,,,35891744,394414.8,369900,536384.4,5198.01
2016-11-08,Vancouver Island/Coast,NANAIMO,64,62,5,,,,37,10,,10,1,1,,,,1,,29854079,466470,377450,451847.65,5020
2016-11-15,Vancouver Island/Coast,NANAIMO,113,107,3,2,,,77,16,1,8,2,1,1,,3,,1,50034344,442781.8,362500,743142.25,4700
2016-11-22,Vancouver Island/Coast,NANAIMO,193,191,11,3,,2,116,35,1,23,2,,1,1,,,,84241458,436484.2,365000,1258627.09,4920
2016-11-01,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,12,12,1,,,,9,1,,1,,,,,,,,3594800,299566.7,263500,46294,2770
2016-11-08,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,10,10,1,,,,7,2,,,,,,,,,,1581950,158195,131250,19149.5,1312.5
2016-11-15,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,11,11,2,1,,,7,1,,,,,,,,,,3864100,351281.8,200000,60581,2000
2016-11-22,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,24,23,1,,,1,20,1,,,1,1,,,,,,13001047,541710.3,391950,224981.94,5750
2016-11-01,Vancouver Island/Coast,STRATHCONA,34,34,,2,,2,23,5,,2,,,,,,,,9718375,285834.6,250000,120642.75,2200
2016-11-08,Vancouver Island/Coast,STRATHCONA,18,15,,1,,,12,1,,1,3,3,,,,,,8986320,499240,336250,155406.4,4725
2016-11-15,Vancouver Island/Coast,STRATHCONA,17,17,,1,,,14,2,,,,,,,,,,5649305,332312.1,329900,55632.1,3800
2016-11-22,Vancouver Island/Coast,STRATHCONA,55,54,3,,,1,38,7,,5,1,1,,,,,,18365400,333916.4,286900,255861.5,3598
2016-12-01,Cariboo,CARIBOO,28,28,8,,,,15,5,,,,,,,,,,4737482.8,169195.8,170500,47247.08,1537.5
2016-12-08,Cariboo,CARIBOO,24,23,7,,2,,14,,,,1,1,,,,,,4223146,175964.4,130000,55851.46,1300
2016-12-15,Cariboo,CARIBOO,40,39,16,,,,19,1,,3,1,1,,,,,,6865025,171625.6,155595.2,79025.75,1462.94
2016-12-22,Cariboo,CARIBOO,9,8,2,,,,6,,,,1,1,,,,,,1693550,188172.2,173500,19185.5,1735
2016-12-01,Cariboo,FRASER-FORT GEORGE,32,30,5,,,,20,5,,,1,1,,,,1,,8868185.8,277130.8,243500,113549.76,2770
2016-12-08,Cariboo,FRASER-FORT GEORGE,38,36,7,1,,,27,,,1,1,1,,,,1,,9505396.4,250142,240000,127712.25,2800
2016-12-15,Cariboo,FRASER-FORT GEORGE,59,54,14,,,,33,6,,1,4,3,,1,1,,,15798433.8,267770.1,239900,186379.66,1940
2016-12-22,Cariboo,FRASER-FORT GEORGE,23,20,2,1,,1,15,,,1,3,1,,2,,,,6552361.2,284885.3,200700,96718.22,2014
2016-12-01,Kootenay,CENTRAL KOOTENAY,36,34,7,,,,27,,,,1,1,,,1,,,8845704,245714,251250,119537.04,3025
2016-12-08,Kootenay,CENTRAL KOOTENAY,22,22,8,1,,,12,1,,,,,,,,,,4785110,217505,215000,63636.6,2300
2016-12-15,Kootenay,CENTRAL KOOTENAY,47,44,8,1,,,35,,,,3,2,,1,,,,11868405.7,252519.3,225000,164154.06,2500
2016-12-22,Kootenay,CENTRAL KOOTENAY,26,24,1,4,,,13,2,,4,1,1,,,,,1,6187731,237989.7,224250,75289,1835
2016-12-01,Kootenay,EAST KOOTENAY,33,30,1,,,,20,9,,,,,,,2,1,,8434868.4,255602.1,226000,111797.74,2380
2016-12-08,Kootenay,EAST KOOTENAY,21,19,1,,,1,13,4,,,2,1,,1,,,,6539659,311412.3,250000,98441.59,3000
2016-12-15,Kootenay,EAST KOOTENAY,57,53,7,3,,1,29,12,1,,2,1,,1,2,,,14364641.8,252011.3,216500,195351.42,2330
2016-12-22,Kootenay,EAST KOOTENAY,23,20,2,,,,11,6,,1,1,1,,,1,1,,6919288.2,300838.6,235000,94310.88,2500
2016-12-01,Kootenay,KOOTENAY BOUNDARY,10,10,1,,,,8,1,,,,,,,,,,1520000,152000,138750,17325,1387.5
2016-12-08,Kootenay,KOOTENAY BOUNDARY,12,12,2,,,,10,,,,,,,,,,,2686700,223891.7,215000,34067,2300
2016-12-15,Kootenay,KOOTENAY BOUNDARY,17,16,1,,,1,11,2,,1,,,,,1,,,3966090.5,233299.4,229000,87221.81,2580
2016-12-22,Kootenay,KOOTENAY BOUNDARY,8,8,,,1,1,4,2,,,,,,,,,,3382608,422826,235000,53237.16,2700
2016-12-01,Mainland/Southwest,FRASER VALLEY,199,193,4,2,4,,84,96,,3,5,3,2,,,,1,76530999.8,384577.9,299900,996432.32,3320
2016-12-08,Mainland/Southwest,FRASER VALLEY,145,137,4,1,2,,66,55,8,1,4,3,,1,1,2,1,68487040.5,472324.4,375000,1067238.34,4600
2016-12-15,Mainland/Southwest,FRASER VALLEY,211,199,5,1,3,1,117,51,9,12,6,3,1,2,1,3,2,114745474.1,543817.4,409900,1867477.31,4800
2016-12-22,Mainland/Southwest,FRASER VALLEY,92,88,1,1,6,,33,34,,13,1,1,,,,3,,46132482.5,501440,348351.2,739830.13,4400
2016-12-01,Mainland/Southwest,METRO VANCOUVER,863,824,11,3,2,11,289,477,10,21,39,16,21,2,,,,789506208.1,914839.2,575000,17348511.22,9200
2016-12-08,Mainland/Southwest,METRO VANCOUVER,932,909,5,,4,13,244,548,39,56,21,9,7,5,,2,,780973656.6,837954.6,504750.4,16689270.07,7455
2016-12-15,Mainland/Southwest,METRO VANCOUVER,1847,1785,16,5,4,9,368,636,12,735,53,24,22,7,,2,7,1963172803,1062898.1,446900,49222245.92,5760
2016-12-22,Mainland/Southwest,METRO VANCOUVER,723,698,6,7,3,5,174,293,11,199,21,7,12,2,2,,2,583053586.9,806436.5,539000,14149633.64,7820
2016-12-01,Mainland/Southwest,SQUAMISH-LILLOOET,44,42,1,1,,3,5,24,6,2,,,,,1,1,,27583938.1,626907.7,461000,485102.33,7220
2016-12-08,Mainland/Southwest,SQUAMISH-LILLOOET,36,34,1,,,1,10,16,6,,1,,,1,1,,,17048675.6,473574.3,339500,267250.88,4773.655
2016-12-15,Mainland/Southwest,SQUAMISH-LILLOOET,59,53,3,,,1,16,25,8,,2,,2,,4,,,38081852.9,645455.1,430000,673479.78,6380
2016-12-22,Mainland/Southwest,SQUAMISH-LILLOOET,40,34,1,,,,4,18,9,2,,,,,6,,,14956831.1,373920.8,328301.5,210546.88,1613.335
2016-12-01,Mainland/Southwest,SUNSHINE COAST,12,9,1,,,,6,2,,,2,1,1,,1,,,5007200,417266.7,411250,68614,6065
2016-12-08,Mainland/Southwest,SUNSHINE COAST,16,15,4,,,,8,3,,,1,1,,,,,,8171518.1,510719.9,368750,120530,3725
2016-12-15,Mainland/Southwest,SUNSHINE COAST,30,30,2,,,,22,4,,2,,,,,,,,12852436.8,428414.6,337025.2,168437,3540
2016-12-22,Mainland/Southwest,SUNSHINE COAST,8,7,,,,,4,2,,1,,,,,,,1,3183400,397925,415000,40205,2737.5
2016-12-01,Nechako & North Coast,BULKLEY-NECHAKO,20,18,3,1,,,12,2,,,1,1,,,,1,,3068356.5,153417.8,95000,39811.57,950
2016-12-08,Nechako & North Coast,BULKLEY-NECHAKO,14,10,3,,,,5,1,,1,2,2,,,1,1,,2671612,190829.4,189500,34636.12,1895
2016-12-15,Nechako & North Coast,BULKLEY-NECHAKO,20,16,4,,,,9,2,1,,,,,,2,2,,2968245.7,148412.3,139000,27777.44,1365
2016-12-22,Nechako & North Coast,BULKLEY-NECHAKO,5,5,2,,,1,2,,,,,,,,,,,660995.2,132199,129700,7079.95,1297
2016-12-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,11,10,1,,,,8,1,,,1,1,,,,,,2205914.2,200537.7,141000,23590,1230
2016-12-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,9,8,,,,,8,,,,,,,,,,1,2176619,241846.6,232000,22580,2300
2016-12-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,28,21,2,4,,,13,2,,,2,2,,,,,5,3528642.4,126022.9,87700,42517.27,877
2016-12-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,8,7,,,,,6,1,,,1,1,,,,,,1727450,215931.2,185000,22096.5,1850
2016-12-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,42,26,5,,1,,17,3,,,6,6,,,,10,,9167411.6,218271.7,130000,116923.83,1300
2016-12-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,32,16,5,,,,11,,,,12,12,,,,4,,8847678.7,276490,166687.5,135905.54,1666.875
2016-12-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,39,20,6,,,,13,,1,,1,1,,,,18,,9778708.7,250736.1,200000,125877.06,2000
2016-12-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,5,5,,,,,5,,,,,,,,,,,1173000,234600,215000,16070,2300
2016-12-01,Thompson/Okanagan,CENTRAL OKANAGAN,111,109,3,,,1,66,37,,2,2,2,,,,,,68140424.5,613877.7,470000,1155424.55,6400
2016-12-08,Thompson/Okanagan,CENTRAL OKANAGAN,180,171,3,,1,,60,102,2,3,4,3,,1,,5,,77957950.1,433099.7,349900,1145690.06,4799
2016-12-15,Thompson/Okanagan,CENTRAL OKANAGAN,146,146,4,2,3,2,91,35,,9,,,,,,,,91799554.4,628764.1,447000,1587138.16,5999
2016-12-22,Thompson/Okanagan,CENTRAL OKANAGAN,92,91,1,1,,,50,25,,14,1,1,,,,,,56475887.6,613868.3,388550,988250.52,4899
2016-12-01,Thompson/Okanagan,COLUMBIA SHUSWAP,24,21,,1,1,,14,4,,1,1,1,,,2,,,11372685.7,473861.9,354700,192698,4645
2016-12-08,Thompson/Okanagan,COLUMBIA SHUSWAP,18,16,6,,,,7,2,,1,1,,,1,1,,,7211261.9,400625.7,310000,106540,2750
2016-12-15,Thompson/Okanagan,COLUMBIA SHUSWAP,31,26,4,,,,17,2,,3,2,2,,,1,,2,7607718.2,245410.3,135000,104020.59,1210.27
2016-12-22,Thompson/Okanagan,COLUMBIA SHUSWAP,11,11,1,,,,7,1,,2,,,,,,,,2738000,248909.1,253000,35660,3060
2016-12-01,Thompson/Okanagan,NORTH OKANAGAN,55,52,6,1,3,,33,9,,,3,1,,2,,,,21827014,396854.8,377900,328406.28,5540
2016-12-08,Thompson/Okanagan,NORTH OKANAGAN,50,48,8,,,1,32,7,,,1,1,,,1,,,22304452.2,446089,357750,349668.47,4500
2016-12-15,Thompson/Okanagan,NORTH OKANAGAN,57,53,3,2,2,,37,5,1,3,3,2,,1,,,1,20319645,356485,285000,262189,3400
2016-12-22,Thompson/Okanagan,NORTH OKANAGAN,41,35,4,,1,,23,6,,1,5,3,1,1,,1,,17207611.9,419697.9,335000,262814.94,4400
2016-12-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,70,61,1,1,2,1,30,22,4,,4,2,,2,3,1,1,24445009.8,349214.4,272500,357576.89,3300
2016-12-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,51,47,3,,,,36,8,,,1,,,1,2,1,,14890199.6,291964.7,205000,203874.45,2100
2016-12-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,79,75,13,1,,,38,20,2,1,1,,,1,1,2,,26833887.4,339669.5,296511.6,348979.6,3440
2016-12-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,39,39,3,,1,,18,16,,1,,,,,,,,13801518.8,353885.1,315000,170454.41,3350
2016-12-01,Thompson/Okanagan,THOMPSON-NICOLA,65,59,6,4,1,,38,9,1,,2,1,,1,4,,,20983982.3,322830.5,324000,297921.18,4300
2016-12-08,Thompson/Okanagan,THOMPSON-NICOLA,57,54,5,1,1,,41,4,1,1,3,1,1,1,,,,20221941.9,354770.9,347500,254886.42,4480
2016-12-15,Thompson/Okanagan,THOMPSON-NICOLA,90,88,6,1,1,,60,17,3,,2,,1,1,,,,29380327,326448.1,305000,381907.54,3680
2016-12-22,Thompson/Okanagan,THOMPSON-NICOLA,45,42,4,,3,,27,7,,1,3,2,1,,,,,17242184.4,383159.7,260000,274707.69,3200
2016-12-01,Unknown/Rural,RURAL-UNKNOWN,100,90,17,4,2,,62,4,,1,3,2,,1,5,2,,28089101.9,280891,213250,417209.48,1590
2016-12-08,Unknown/Rural,RURAL-UNKNOWN,77,64,18,1,2,,35,,,8,2,2,,,7,3,1,25038833.5,325179.7,215000,395270.66,2300
2016-12-15,Unknown/Rural,RURAL-UNKNOWN,106,92,24,1,1,,47,6,,13,2,,,2,5,7,,35081844,330960.8,263500,531055.82,3100
2016-12-22,Unknown/Rural,RURAL-UNKNOWN,61,46,10,2,,,18,3,,13,8,1,,7,3,2,2,19963115.1,327264.2,260000,305387.76,3200
2016-12-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,19,18,3,1,,,13,,,1,1,1,,,,,,7990831,420570.1,255000,138221.31,3100
2016-12-08,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,21,21,3,1,,,11,1,5,,,,,,,,,5010400,238590.5,185000,67172,1850
2016-12-15,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,21,21,2,,,,18,1,,,,,,,,,,5573113,265386.3,199000,77680.13,1990
2016-12-22,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,13,13,1,,,,10,1,1,,,,,,,,,3457762,265981.7,220000,49615.24,2400
2016-12-01,Vancouver Island/Coast,CAPITAL,179,167,5,3,,1,89,66,2,1,11,3,3,5,,1,,164171151.3,917157.3,530000,3407531.73,8000
2016-12-08,Vancouver Island/Coast,CAPITAL,186,173,3,1,,,48,78,,43,13,7,1,5,,,,82385862.1,442934.7,322950,1301822.63,3320
2016-12-15,Vancouver Island/Coast,CAPITAL,272,252,9,2,,2,122,71,1,45,19,3,16,,,,1,148296990.8,545209.5,501350,2278065.65,7610
2016-12-22,Vancouver Island/Coast,CAPITAL,153,143,4,,,2,79,49,4,5,8,3,3,2,,1,1,97366761,636384.1,495238.1,1680995.06,7150
2016-12-01,Vancouver Island/Coast,COMOX VALLEY,52,51,5,,,,26,13,7,,,,,,1,,,17478267,336120.5,350290,217180.21,3579
2016-12-08,Vancouver Island/Coast,COMOX VALLEY,25,24,3,,,,15,4,,2,,,,,1,,,9418365.6,376734.6,381266,100808,4298
2016-12-15,Vancouver Island/Coast,COMOX VALLEY,58,54,4,1,1,,34,12,2,,3,2,,1,1,,,23239111.7,400674.3,357093.3,313757.25,4700
2016-12-22,Vancouver Island/Coast,COMOX VALLEY,31,27,1,,,,18,7,1,,3,1,,2,1,,,25139020,810936.1,255000,566736.4,3100
2016-12-01,Vancouver Island/Coast,COWICHAN VALLEY,37,37,2,1,,,22,11,,1,,,,,,,,11415733.3,308533.3,255000,155912.02,3100
2016-12-08,Vancouver Island/Coast,COWICHAN VALLEY,19,19,,1,,,14,3,,1,,,,,,,,5700440.4,300023.2,250000,68754.99,2700
2016-12-15,Vancouver Island/Coast,COWICHAN VALLEY,35,34,1,,,,27,6,,,1,1,,,,,,10984800.2,313851.4,292000,153982.98,3840
2016-12-22,Vancouver Island/Coast,COWICHAN VALLEY,18,18,3,,,1,8,3,3,,,,,,,,,3981800,221211.1,239950,51411,2849
2016-12-01,Vancouver Island/Coast,NANAIMO,101,101,4,1,,1,64,27,3,1,,,,,,,,39155720.6,387680.4,389000,508101.91,4900
2016-12-08,Vancouver Island/Coast,NANAIMO,58,54,4,1,,,30,17,2,,2,1,1,,2,,,21471712.2,370201.9,350000,309731.52,4500
2016-12-15,Vancouver Island/Coast,NANAIMO,112,102,4,,,2,62,16,2,16,8,4,3,1,1,,1,45340193.9,404823.2,350000,670189.57,4715
2016-12-22,Vancouver Island/Coast,NANAIMO,49,47,3,,1,,27,11,1,4,,,,,2,,,15002453.1,306172.5,273000,188840.71,3280
2016-12-01,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,15,15,3,,,1,9,2,,,,,,,,,,3949366.7,263291.1,240000,56283.33,2800
2016-12-08,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,9,9,1,,,,8,,,,,,,,,,,1664000,184888.9,170000,19030,1700
2016-12-15,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,23,22,4,,1,,15,2,,,1,,,1,,,,6163250,267967.4,205000,87471.5,2100
2016-12-22,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,9,7,1,1,,1,4,,,,2,2,,,,,,4823112.4,535901.4,335000,72100,4500
2016-12-01,Vancouver Island/Coast,STRATHCONA,30,28,,,,,23,4,,1,1,1,,,,1,,9311100,310370,260250,127794,2985
2016-12-08,Vancouver Island/Coast,STRATHCONA,24,24,1,,,,22,1,,,,,,,,,,7838935.3,326622.3,301500,109222.85,3805
2016-12-15,Vancouver Island/Coast,STRATHCONA,36,34,1,1,,1,26,5,,,2,1,,1,,,,17072053.2,474223.7,320500,297435.02,3635.01
2016-12-22,Vancouver Island/Coast,STRATHCONA,20,17,,,,,11,4,,2,,,,,,,3,4321532.5,216076.6,156000,56975.33,1450
